graph_index,graph,n,initialization,editsWeight,usedIterations,actualPlateau,time,solved,solution_cost,time_exact,ratio
2875,bio-nr-2875-size-5,5,trivial,66,2,0,0.17754686996340752,True,66,0.00075197,1.0
2876,bio-nr-2876-size-9,9,trivial,24,2,0,0.15315203927457333,True,24,0.0008561189999999999,1.0
2877,bio-nr-2877-size-13,13,trivial,0,2,0,28.383687138557434,True,0,0.000353013,1.0
2878,bio-nr-2878-size-16,16,trivial,145,3,0,0.26569515466690063,True,145,0.0011726689999999999,1.0
2879,bio-nr-2879-size-10,10,trivial,227,4,1,20.867978921160105,True,227,0.000969593,1.0
2880,bio-nr-2880-size-5,5,trivial,0,2,0,0.14302297495305538,True,0,0.000206606,1.0
2881,bio-nr-2881-size-7,7,trivial,31,2,0,0.14732289128005505,True,31,0.000782838,1.0
2882,bio-nr-2882-size-5,5,trivial,0,2,0,0.13160496018826962,True,0,0.000232208,1.0
2883,bio-nr-2883-size-11,11,trivial,545,3,0,0.2029789611697197,True,545,0.002274701,1.0
2884,bio-nr-2884-size-5,5,trivial,0,2,0,0.12994185090065002,True,0,0.000253088,1.0
2885,bio-nr-2885-size-4,4,trivial,0,3,0,0.1650969497859478,True,0,0.00022768900000000002,1.0
2886,bio-nr-2886-size-7,7,trivial,140,2,0,19.34034191071987,True,140,0.000846773,1.0
2887,bio-nr-2887-size-4,4,trivial,373,2,0,0.1330571249127388,True,373,0.0007123810000000001,1.0
2888,bio-nr-2888-size-5,5,trivial,0,3,0,0.16484083607792854,True,0,0.000197882,1.0
2889,bio-nr-2889-size-6,6,trivial,276,2,0,0.1291818916797638,True,276,0.0007757739999999999,1.0
2890,bio-nr-2890-size-10,10,trivial,22,2,0,36.051670089364045,True,22,0.0008461,1.0
2891,bio-nr-2891-size-14,14,trivial,747,3,0,0.21772901527583602,True,747,0.0015882560000000001,1.0
2892,bio-nr-2892-size-4,4,trivial,0,2,0,0.13110693544149402,True,0,0.00019188,1.0
2893,bio-nr-2893-size-18,18,trivial,487,3,0,28.377712005749345,True,487,0.002141206,1.0
2894,bio-nr-2894-size-10,10,trivial,273,2,0,0.1544810365885496,True,273,0.000975651,1.0
2895,bio-nr-2895-size-11,11,trivial,283,3,0,0.18043280579149729,True,283,0.001620572,1.0
2896,bio-nr-2896-size-5,5,trivial,0,2,0,0.12631714344024658,True,0,0.00022786,1.0
2897,bio-nr-2897-size-9,9,trivial,8,3,0,0.17038709484040734,True,8,0.0008338330000000001,1.0
2898,bio-nr-2898-size-3,3,trivial,0,2,0,17.040501115843654,True,0,0.000239499,1.0
2899,bio-nr-2899-size-9,9,trivial,423,4,0,0.2286331728100777,True,423,0.001233935,1.0
2900,bio-nr-2900-size-7,7,trivial,0,2,0,0.15502003952860832,True,0,0.00021259599999999998,1.0
2901,bio-nr-2901-size-8,8,trivial,0,3,0,0.17142202705144882,True,0,0.00023031,1.0
2902,bio-nr-2902-size-3,3,trivial,0,2,0,0.13304105959832668,True,0,0.00019156700000000002,1.0
2903,bio-nr-2903-size-13,13,trivial,0,3,0,0.20731007680296887,True,0,0.000273156,1.0
2904,bio-nr-2904-size-13,13,trivial,1044,3,0,0.20391400903463364,True,1044,0.001183236,1.0
2905,bio-nr-2905-size-3,3,trivial,0,2,0,0.14658202417194846,True,0,0.00019537,1.0
2906,bio-nr-2906-size-3,3,trivial,0,2,0,0.12771016918122768,True,0,0.00022983700000000002,1.0
2907,bio-nr-2907-size-8,8,trivial,0,2,0,0.16249995678663254,True,0,0.000232485,1.0
2908,bio-nr-2908-size-3,3,trivial,0,2,0,0.14552008360624313,True,0,0.000191578,1.0
2909,bio-nr-2909-size-3,3,trivial,0,2,0,0.13004918582737446,True,0,0.000221174,1.0
2910,bio-nr-2910-size-11,11,trivial,417,3,0,0.216006999835372,True,417,0.0008414239999999999,1.0
2911,bio-nr-2911-size-6,6,trivial,191,3,0,0.1489180140197277,True,191,0.0007509460000000001,1.0
2912,bio-nr-2912-size-5,5,trivial,0,2,0,0.14998018741607666,True,0,0.00021696,1.0
2913,bio-nr-2913-size-3,3,trivial,0,2,0,0.13747718185186386,True,0,0.00021599,1.0
2914,bio-nr-2914-size-7,7,trivial,0,2,0,14.672341058030725,True,0,0.000228818,1.0
2915,bio-nr-2915-size-13,13,trivial,141,4,0,0.2403210382908583,True,141,0.000996665,1.0
2916,bio-nr-2916-size-17,17,trivial,167,3,0,0.2558859996497631,True,167,0.0011132289999999999,1.0
2917,bio-nr-2917-size-3,3,trivial,0,2,0,33.39486592449248,True,0,0.000193143,1.0
2918,bio-nr-2918-size-13,13,trivial,884,4,0,0.2412209287285805,True,884,0.001153043,1.0
2919,bio-nr-2919-size-11,11,trivial,173,2,0,0.1477329060435295,True,173,0.000776433,1.0
2920,bio-nr-2920-size-3,3,trivial,0,2,0,0.13445294462144375,True,0,0.000195512,1.0
2921,bio-nr-2921-size-9,9,trivial,15,3,0,0.1744560431689024,True,15,0.0008506130000000001,1.0
2922,bio-nr-2922-size-8,8,trivial,51,3,0,0.1667009200900793,True,51,0.0006918989999999999,1.0
2923,bio-nr-2923-size-9,9,trivial,18,2,0,0.15502702444791794,True,18,0.000895312,1.0
2924,bio-nr-2924-size-7,7,trivial,142,2,0,0.12333993799984455,True,142,0.000758561,1.0
2925,bio-nr-2925-size-4,4,trivial,0,2,0,0.14075194485485554,True,0,0.00021365299999999998,1.0
2926,bio-nr-2926-size-6,6,trivial,161,2,0,0.14055799692869184,True,161,0.000730396,1.0
2927,bio-nr-2927-size-3,3,trivial,0,2,0,0.12107286602258682,True,0,0.000203555,1.0
2928,bio-nr-2928-size-5,5,trivial,26,3,0,0.1375370193272829,True,26,0.000749929,1.0
2929,bio-nr-2929-size-9,9,trivial,1633,3,0,0.16196118667721748,True,1633,0.0014731229999999998,1.0
2930,bio-nr-2930-size-4,4,trivial,0,3,0,0.16390485689044001,True,0,0.00015531600000000002,1.0
2931,bio-nr-2931-size-4,4,trivial,0,2,0,0.14636199921369553,True,0,0.000192467,1.0
2932,bio-nr-2932-size-10,10,trivial,21,3,0,0.20508002489805224,True,21,0.000960646,1.0
2933,bio-nr-2933-size-7,7,trivial,241,2,0,0.15193596482276914,True,241,0.0006703480000000001,1.0
2934,bio-nr-2934-size-9,9,trivial,417,3,0,28.655788162723184,True,417,0.000714728,1.0
2935,bio-nr-2935-size-5,5,trivial,75,2,0,0.12718397192656994,True,75,0.000682295,1.0
2936,bio-nr-2936-size-3,3,trivial,0,2,0,32.247022027149804,True,0,0.00022464,1.0
2937,bio-nr-2937-size-5,5,trivial,0,3,0,0.19029900431633,True,0,0.000202006,1.0
2938,bio-nr-2938-size-4,4,trivial,0,2,0,0.14794711023569107,True,0,0.000252171,1.0
2939,bio-nr-2939-size-10,10,trivial,118,2,0,0.1580938696861267,True,118,0.000799558,1.0
2940,bio-nr-2940-size-4,4,trivial,0,3,0,0.1409570686519146,True,0,0.000215033,1.0
2941,bio-nr-2941-size-4,4,trivial,0,2,0,0.13342779129743576,True,0,0.00021616099999999998,1.0
2942,bio-nr-2942-size-15,15,trivial,26,3,0,0.2345649991184473,True,26,0.000913153,1.0
2943,bio-nr-2943-size-9,9,trivial,49,3,0,0.1949050929397345,True,49,0.0007830010000000001,1.0
2944,bio-nr-2944-size-4,4,trivial,0,2,0,0.1591199543327093,True,0,0.00022643700000000001,1.0
2945,bio-nr-2945-size-7,7,trivial,0,2,0,0.13932702131569386,True,0,0.000250736,1.0
2946,bio-nr-2946-size-5,5,trivial,0,3,0,0.14455104246735573,True,0,0.00023867599999999998,1.0
2947,bio-nr-2947-size-5,5,trivial,28,2,0,0.1252950169146061,True,28,0.000723213,1.0
2948,bio-nr-2948-size-3,3,trivial,0,2,0,0.1241699792444706,True,0,0.00018298400000000002,1.0
2949,bio-nr-2949-size-6,6,trivial,0,3,0,0.16107410192489624,True,0,0.00023841900000000002,1.0
2950,bio-nr-2950-size-6,6,trivial,331,3,0,0.1540379598736763,True,331,0.0006902989999999999,1.0
2951,bio-nr-2951-size-3,3,trivial,0,2,0,0.12740003876388073,True,0,0.000213308,1.0
2952,bio-nr-2952-size-8,8,trivial,441,2,0,0.13947999104857445,True,441,0.0008454889999999999,1.0
2953,bio-nr-2953-size-22,22,trivial,2471,3,0,44.62174116633833,True,2471,0.0017999560000000001,1.0
2954,bio-nr-2954-size-5,5,trivial,0,3,0,28.600237797945727,True,0,0.00024301799999999998,1.0
2955,bio-nr-2955-size-3,3,trivial,0,2,0,0.1480609644204378,True,0,0.00019625599999999999,1.0
2956,bio-nr-2956-size-7,7,trivial,0,2,0,0.13394886627793312,True,0,0.000265581,1.0
2957,bio-nr-2957-size-3,3,trivial,0,2,0,0.15582982450723648,True,0,0.000193942,1.0
2958,bio-nr-2958-size-3,3,trivial,0,2,0,30.547284055501226,True,0,0.000155819,1.0
2959,bio-nr-2959-size-3,3,trivial,0,2,0,0.12556510046124458,True,0,0.000199496,1.0
2960,bio-nr-2960-size-6,6,trivial,0,2,0,0.15747500583529472,True,0,0.000232045,1.0
2961,bio-nr-2961-size-3,3,trivial,0,2,0,0.13157818466424942,True,0,0.000215256,1.0
2962,bio-nr-2962-size-9,9,trivial,66,2,0,0.1464318484067917,True,66,0.0009574760000000001,1.0
2963,bio-nr-2963-size-4,4,trivial,0,5,4,6.943072890862823,True,0,0.000191443,1.0
2964,bio-nr-2964-size-3,3,trivial,0,2,0,14.149561990052463,True,0,0.000140824,1.0
2965,bio-nr-2965-size-5,5,trivial,0,2,0,0.13204803690314293,True,0,0.000185884,1.0
2966,bio-nr-2966-size-14,14,trivial,190,2,0,28.26299099251628,True,190,0.001754425,1.0
2967,bio-nr-2967-size-29,29,asc_degree_insert,5595,3,0,0.3208969719707966,True,5595,0.227851515,1.0
2968,bio-nr-2968-size-27,27,trivial,2460,3,0,0.3306861035525799,True,2460,0.037340165,1.0
2969,bio-nr-2969-size-4,4,trivial,0,2,0,0.1287648919969797,True,0,0.00019359099999999998,1.0
2970,bio-nr-2970-size-8,8,trivial,233,2,0,0.14805281534790993,True,233,0.00114465,1.0
2971,bio-nr-2971-size-4,4,trivial,0,3,0,0.1835410948842764,True,0,0.000183178,1.0
2972,bio-nr-2972-size-10,10,trivial,147,5,0,0.2321300562471152,True,147,0.0008401060000000001,1.0
2973,bio-nr-2973-size-9,9,trivial,35,2,0,22.06357684917748,True,35,0.000853064,1.0
2974,bio-nr-2974-size-3,3,trivial,0,2,0,0.148111954331398,True,0,0.000195981,1.0
2975,bio-nr-2975-size-13,13,trivial,835,2,0,0.15413109213113785,True,835,0.001019067,1.0
2976,bio-nr-2976-size-12,12,trivial,102,3,0,0.20455103367567065,True,102,0.0008859810000000001,1.0
2977,bio-nr-2977-size-6,6,trivial,0,2,0,0.1481270883232355,True,0,0.000179326,1.0
2978,bio-nr-2978-size-18,18,trivial,1308,3,0,0.2615121193230152,True,1308,0.001638151,1.0
2979,bio-nr-2979-size-4,4,trivial,0,2,0,0.13674399815499785,True,0,0.000227955,1.0
2980,bio-nr-2980-size-12,12,trivial,55,3,0,31.507638981565837,True,55,0.0008416989999999999,1.0
2981,bio-nr-2981-size-10,10,trivial,0,2,0,30.727453995496035,True,0,0.000283781,1.0
2982,bio-nr-2982-size-7,7,trivial,884,2,0,0.13596611097455025,True,884,0.0014551979999999998,1.0
2983,bio-nr-2983-size-3,3,trivial,0,2,0,0.14338991604745388,True,0,0.000223685,1.0
2984,bio-nr-2984-size-4,4,trivial,0,2,0,0.12583681382238865,True,0,0.00022830799999999998,1.0
2985,bio-nr-2985-size-4,4,trivial,0,2,0,0.13221916742622852,True,0,0.000197188,1.0
2986,bio-nr-2986-size-4,4,trivial,0,2,0,0.1390189863741398,True,0,0.000193845,1.0
2987,bio-nr-2987-size-5,5,trivial,0,3,0,0.15410198830068111,True,0,0.000179181,1.0
2988,bio-nr-2988-size-4,4,trivial,47,3,0,0.15256088227033615,True,47,0.000712387,1.0
2989,bio-nr-2989-size-6,6,trivial,126,3,0,0.15547801740467548,True,126,0.00066369,1.0
2990,bio-nr-2990-size-6,6,trivial,179,2,0,0.15336996875703335,True,179,0.0007591010000000001,1.0
2991,bio-nr-2991-size-4,4,trivial,0,2,0,0.14804699458181858,True,0,0.00019910400000000002,1.0
2992,bio-nr-2992-size-6,6,trivial,44,3,0,0.16887602396309376,True,44,0.00074411,1.0
2993,bio-nr-2993-size-9,9,trivial,30,3,0,0.19843690097332,True,30,0.000792501,1.0
2994,bio-nr-2994-size-21,21,trivial,0,3,0,0.3476040437817573,True,0,0.000452098,1.0
2995,bio-nr-2995-size-5,5,trivial,191,2,0,0.13788603246212006,True,191,0.000643516,1.0
2996,bio-nr-2996-size-3,3,trivial,0,2,0,14.491283101961017,True,0,0.000201025,1.0
2997,bio-nr-2997-size-4,4,trivial,0,2,0,0.12775487266480925,True,0,0.00022011400000000001,1.0
2998,bio-nr-2998-size-7,7,trivial,110,2,0,0.1560361124575138,True,110,0.0009102489999999999,1.0
2999,bio-nr-2999-size-6,6,trivial,72,2,0,0.1392550766468048,True,72,0.000836245,1.0
3000,bio-nr-3000-size-8,8,trivial,0,3,0,15.512560028582811,True,0,0.00026232,1.0
3001,bio-nr-3001-size-3,3,trivial,0,2,0,22.625003941357136,True,0,0.000191886,1.0
3002,bio-nr-3002-size-9,9,trivial,318,3,0,23.637539939954877,True,318,0.000690034,1.0
3003,bio-nr-3003-size-7,7,trivial,41,2,0,0.16524200327694416,True,41,0.0007747289999999999,1.0
3004,bio-nr-3004-size-12,12,trivial,31,3,0,0.21825614385306835,True,31,0.000868417,1.0
3005,bio-nr-3005-size-15,15,trivial,1496,2,0,0.21890318021178248,True,1496,0.002172147,1.0
3006,bio-nr-3006-size-5,5,trivial,0,2,0,0.14507700689136982,True,0,0.00034105800000000004,1.0
3007,bio-nr-3007-size-3,3,trivial,0,2,0,0.12362818233668806,True,0,0.000199042,1.0
3008,bio-nr-3008-size-7,7,trivial,198,3,0,0.17189793288707733,True,198,0.00077972,1.0
3009,bio-nr-3009-size-3,3,trivial,0,2,0,0.12491503730416298,True,0,0.000206632,1.0
3010,bio-nr-3010-size-5,5,trivial,54,2,0,0.12940587475895882,True,54,0.00083332,1.0
3011,bio-nr-3011-size-15,15,trivial,827,3,0,0.1891970168799162,True,827,0.0014343510000000002,1.0
3012,bio-nr-3012-size-6,6,trivial,0,2,0,0.1286619808524847,True,0,0.00022784599999999997,1.0
3013,bio-nr-3013-size-7,7,trivial,77,3,0,0.1859960611909628,True,77,0.00073256,1.0
3014,bio-nr-3014-size-5,5,trivial,0,2,0,7.876585004851223,True,0,0.00019696,1.0
3015,bio-nr-3015-size-3,3,trivial,0,2,0,0.14815409667789936,True,0,0.00020816900000000002,1.0
3016,bio-nr-3016-size-3,3,trivial,0,2,0,34.06175295822323,True,0,0.00019450200000000002,1.0
3017,bio-nr-3017-size-6,6,trivial,0,2,0,0.13767299242317674,True,0,0.00019764200000000002,1.0
3018,bio-nr-3018-size-4,4,trivial,5,2,0,0.1393379643559456,True,5,0.0007697460000000001,1.0
3019,bio-nr-3019-size-12,12,trivial,595,3,0,0.21631107665598392,True,595,0.001994215,1.0
3020,bio-nr-3020-size-3,3,trivial,0,2,0,0.12622401118278506,True,0,0.00024964599999999996,1.0
3021,bio-nr-3021-size-4,4,trivial,0,3,0,29.86464090645313,True,0,0.000203108,1.0
3022,bio-nr-3022-size-8,8,trivial,0,2,0,0.15588710084557533,True,0,0.000253016,1.0
3023,bio-nr-3023-size-3,3,trivial,0,2,0,0.17382018268108368,True,0,0.000226397,1.0
3024,bio-nr-3024-size-6,6,trivial,0,3,0,0.17539411783218384,True,0,0.00023813,1.0
3025,bio-nr-3025-size-9,9,trivial,377,2,0,0.1477869227528572,True,377,0.001222781,1.0
3026,bio-nr-3026-size-7,7,trivial,230,3,0,16.91175508312881,True,230,0.000787433,1.0
3027,bio-nr-3027-size-7,7,trivial,140,3,0,0.1627751626074314,True,140,0.0008451569999999999,1.0
3028,bio-nr-3028-size-4,4,trivial,0,3,0,0.14753383584320545,True,0,0.000244792,1.0
3029,bio-nr-3029-size-3,3,trivial,0,2,0,0.14432799071073532,True,0,0.000211165,1.0
3030,bio-nr-3030-size-10,10,trivial,647,2,0,0.14877715148031712,True,647,0.000814388,1.0
3031,bio-nr-3031-size-7,7,trivial,0,2,0,0.14295708388090134,True,0,0.000271449,1.0
3032,bio-nr-3032-size-8,8,trivial,170,3,0,42.4394269939512,True,170,0.00093696,1.0
3033,bio-nr-3033-size-3,3,trivial,0,2,0,33.09164103120565,True,0,0.000187658,1.0
3034,bio-nr-3034-size-15,15,editing,903,3,0,13.742313021793963,True,903,0.005629192,1.0
3035,bio-nr-3035-size-9,9,trivial,144,2,0,0.1563450787216425,True,144,0.000730002,1.0
3036,bio-nr-3036-size-6,6,trivial,0,3,0,0.16126013360917568,True,0,0.000184915,1.0
3037,bio-nr-3037-size-4,4,trivial,0,2,0,0.14957296662032604,True,0,0.00020260099999999998,1.0
3038,bio-nr-3038-size-4,4,trivial,0,2,0,0.14867610298097134,True,0,0.000201371,1.0
3039,bio-nr-3039-size-12,12,trivial,589,2,0,0.18899887800216675,True,589,0.001241844,1.0
3040,bio-nr-3040-size-4,4,trivial,131,3,0,0.164414057508111,True,131,0.0006901930000000001,1.0
3041,bio-nr-3041-size-5,5,trivial,0,2,0,0.13938499614596367,True,0,0.000203597,1.0
3042,bio-nr-3042-size-3,3,trivial,0,2,0,33.13116799108684,True,0,0.000176561,1.0
3043,bio-nr-3043-size-3,3,trivial,0,2,0,0.13370509259402752,True,0,0.00020140799999999998,1.0
3044,bio-nr-3044-size-5,5,trivial,39,2,0,0.12870808131992814,True,39,0.00081711,1.0
3045,bio-nr-3045-size-4,4,trivial,0,2,0,0.12329011224210262,True,0,0.000188541,1.0
3046,bio-nr-3046-size-11,11,trivial,39,4,0,0.2399277873337269,True,39,0.000905385,1.0
3047,bio-nr-3047-size-8,8,trivial,83,3,0,12.210932094603775,True,83,0.000836044,1.0
3048,bio-nr-3048-size-3,3,trivial,0,2,0,0.12246286496520042,True,0,0.000197867,1.0
3049,bio-nr-3049-size-4,4,trivial,0,2,0,25.095195043832067,True,0,0.00020104599999999997,1.0
3050,bio-nr-3050-size-15,15,trivial,547,3,0,0.18723681569099426,True,547,0.0014813279999999999,1.0
3051,bio-nr-3051-size-11,11,random_insert,498,0,0,17.33332988806069,True,498,0.0009457789999999999,1.0
3052,bio-nr-3052-size-16,16,trivial,4625,4,0,0.2554429229348898,True,4625,0.004681943,1.0
3053,bio-nr-3053-size-3,3,trivial,0,2,0,0.15754601918160915,True,0,0.000153021,1.0
3054,bio-nr-3054-size-7,7,trivial,8,4,0,36.044592037796974,True,8,0.0008040030000000001,1.0
3055,bio-nr-3055-size-7,7,trivial,0,3,0,16.255100956186652,True,0,0.00025100599999999996,1.0
3056,bio-nr-3056-size-6,6,trivial,0,5,3,7.746701128780843,True,0,0.00019144099999999999,1.0
3057,bio-nr-3057-size-4,4,trivial,0,3,0,0.16173883341252804,True,0,0.000225527,1.0
3058,bio-nr-3058-size-7,7,trivial,0,2,0,0.14020688831806186,True,0,0.00023906400000000001,1.0
3059,bio-nr-3059-size-3,3,trivial,0,2,0,29.185795923694968,True,0,0.00038636,1.0
3060,bio-nr-3060-size-7,7,trivial,0,3,0,0.1914401073008776,True,0,0.000243949,1.0
3061,bio-nr-3061-size-7,7,trivial,0,3,0,0.16932189464569092,True,0,0.000265359,1.0
3062,bio-nr-3062-size-3,3,trivial,0,2,0,0.11540204286575315,True,0,0.00023344599999999997,1.0
3063,bio-nr-3063-size-8,8,trivial,5,2,0,20.932337967678908,True,5,0.000796026,1.0
3064,bio-nr-3064-size-8,8,trivial,0,3,0,0.17052586190402508,True,0,0.000270079,1.0
3065,bio-nr-3065-size-15,15,trivial,204,3,0,0.2262680791318417,True,204,0.001397987,1.0
3066,bio-nr-3066-size-3,3,trivial,0,2,0,0.14815805479884148,True,0,0.00020307400000000003,1.0
3067,bio-nr-3067-size-3,3,trivial,0,2,0,0.15754392370581627,True,0,0.00022918,1.0
3068,bio-nr-3068-size-31,31,trivial,1517,5,0,0.6391420029103756,True,1517,0.026987772,1.0
3069,bio-nr-3069-size-5,5,trivial,0,3,0,0.15908409841358662,True,0,0.000231598,1.0
3070,bio-nr-3070-size-7,7,trivial,73,2,0,0.13133510947227478,True,73,0.0007681189999999999,1.0
3071,bio-nr-3071-size-11,11,trivial,392,2,0,0.16665086150169373,True,392,0.001159896,1.0
3072,bio-nr-3072-size-6,6,trivial,0,2,0,48.62931091338396,True,0,0.000176795,1.0
3073,bio-nr-3073-size-8,8,trivial,0,2,0,21.619096165522933,True,0,0.00022721400000000002,1.0
3074,bio-nr-3074-size-8,8,trivial,227,2,0,0.1531778834760189,True,227,0.002439458,1.0
3075,bio-nr-3075-size-3,3,trivial,0,2,0,0.12195296585559845,True,0,0.00021910599999999997,1.0
3076,bio-nr-3076-size-10,10,trivial,35,3,0,0.18686102703213686,True,35,0.0008300860000000001,1.0
3077,bio-nr-3077-size-7,7,trivial,40,2,0,10.606766911223527,True,40,0.000798175,1.0
3078,bio-nr-3078-size-4,4,trivial,0,2,0,0.13547809794545174,True,0,0.000204051,1.0
3079,bio-nr-3079-size-4,4,trivial,0,2,0,0.13490812852978706,True,0,0.000242942,1.0
3080,bio-nr-3080-size-5,5,trivial,0,2,0,0.13021891936659813,True,0,0.000195977,1.0
3081,bio-nr-3081-size-9,9,trivial,0,3,0,0.19408902153372765,True,0,0.000266828,1.0
3082,bio-nr-3082-size-5,5,trivial,132,2,0,0.12710108421742916,True,132,0.000751642,1.0
3083,bio-nr-3083-size-6,6,trivial,0,2,0,0.17955410294234753,True,0,0.000197181,1.0
3084,bio-nr-3084-size-9,9,trivial,202,3,0,0.17934199422597885,True,202,0.000888859,1.0
3085,bio-nr-3085-size-5,5,trivial,0,3,0,12.706813868135214,True,0,0.00023766,1.0
3086,bio-nr-3086-size-3,3,trivial,0,2,0,0.132835004478693,True,0,0.00022418200000000002,1.0
3087,bio-nr-3087-size-5,5,trivial,0,2,0,0.13310089707374573,True,0,0.000205722,1.0
3088,bio-nr-3088-size-19,19,editing,2357,4,1,14.520938973873855,True,2357,0.0016873679999999999,1.0
3089,bio-nr-3089-size-3,3,trivial,0,2,0,0.1371190883219242,True,0,0.000223507,1.0
3090,bio-nr-3090-size-8,8,trivial,0,2,0,0.1804858911782503,True,0,0.000276268,1.0
3091,bio-nr-3091-size-6,6,trivial,0,2,0,0.1573448535054922,True,0,0.00024495,1.0
3092,bio-nr-3092-size-13,13,trivial,197,3,0,0.20283297635614872,True,197,0.002030268,1.0
3093,bio-nr-3093-size-5,5,trivial,0,3,0,0.16823317855596542,True,0,0.00021004,1.0
3094,bio-nr-3094-size-3,3,trivial,0,2,0,0.12656603939831254,True,0,0.000216343,1.0
3095,bio-nr-3095-size-4,4,trivial,0,2,0,0.15189195983111858,True,0,0.000168608,1.0
3096,bio-nr-3096-size-3,3,trivial,0,2,0,41.81346599943936,True,0,0.000196787,1.0
3097,bio-nr-3097-size-3,3,trivial,0,2,0,0.13027782551944256,True,0,0.00022071799999999998,1.0
3098,bio-nr-3098-size-14,14,trivial,1174,4,0,10.924204951152204,True,1174,0.002577929,1.0
3099,bio-nr-3099-size-12,12,trivial,1649,3,0,0.17736200243234634,True,1649,0.003578283,1.0
3100,bio-nr-3100-size-4,4,trivial,0,2,0,0.13788812793791294,True,0,0.000191436,1.0
3101,bio-nr-3101-size-7,7,trivial,0,2,0,0.1878149341791868,True,0,0.00020381200000000002,1.0
3102,bio-nr-3102-size-6,6,trivial,122,2,0,0.13366504572331905,True,122,0.000729275,1.0
3103,bio-nr-3103-size-3,3,trivial,0,2,0,0.12275902554392815,True,0,0.000200791,1.0
3104,bio-nr-3104-size-4,4,trivial,0,3,0,0.14629308134317398,True,0,0.000196666,1.0
3105,bio-nr-3105-size-5,5,trivial,0,3,0,0.15351013280451298,True,0,0.00022805599999999997,1.0
3106,bio-nr-3106-size-4,4,trivial,0,3,0,0.16200612299144268,True,0,0.000199448,1.0
3107,bio-nr-3107-size-5,5,trivial,0,3,0,18.873398890718814,True,0,0.000220993,1.0
3108,bio-nr-3108-size-5,5,trivial,0,3,0,0.15535298734903336,True,0,0.00020001,1.0
3109,bio-nr-3109-size-5,5,trivial,0,3,0,30.041045043617487,True,0,0.000191714,1.0
3110,bio-nr-3110-size-8,8,trivial,20,3,0,0.16567204147577286,True,20,0.000727291,1.0
3111,bio-nr-3111-size-7,7,trivial,0,2,0,0.15188893303275108,True,0,0.000228741,1.0
3112,bio-nr-3112-size-6,6,trivial,0,3,0,26.97413507848978,True,0,0.000229503,1.0
3113,bio-nr-3113-size-3,3,trivial,0,2,0,10.514278197661044,True,0,0.00022018799999999999,1.0
3114,bio-nr-3114-size-8,8,trivial,262,2,0,0.1686220057308674,True,262,0.000997845,1.0
3115,bio-nr-3115-size-4,4,trivial,35,2,0,0.12265192344784735,True,35,0.000710826,1.0
3116,bio-nr-3116-size-4,4,trivial,0,2,0,38.875927915796645,True,0,0.000191864,1.0
3117,bio-nr-3117-size-13,13,trivial,439,2,0,25.38636396639049,True,439,0.000995172,1.0
3118,bio-nr-3118-size-3,3,trivial,0,2,0,0.14867796562612054,True,0,0.00020694099999999998,1.0
3119,bio-nr-3119-size-14,14,trivial,1691,4,0,24.202232947573066,True,1691,0.010283424000000001,1.0
3120,bio-nr-3120-size-3,3,trivial,0,2,0,33.482604194432504,True,0,0.00020490099999999998,1.0
3121,bio-nr-3121-size-5,5,trivial,59,2,0,0.13746507465839386,True,59,0.000750562,1.0
3122,bio-nr-3122-size-6,6,trivial,0,2,0,4.899568855762482,True,0,0.00022000900000000001,1.0
3123,bio-nr-3123-size-3,3,trivial,0,2,0,0.1363190822303295,True,0,0.00022654900000000002,1.0
3124,bio-nr-3124-size-6,6,trivial,66,2,0,0.13194396160542965,True,66,0.000672208,1.0
3125,bio-nr-3125-size-3,3,trivial,0,2,0,0.11857599020004272,True,0,0.000183162,1.0
3126,bio-nr-3126-size-3,3,trivial,0,2,0,12.310591991990805,True,0,0.000194855,1.0
3127,bio-nr-3127-size-5,5,trivial,0,2,0,0.14094705693423748,True,0,0.00022260299999999998,1.0
3128,bio-nr-3128-size-6,6,trivial,62,3,0,0.15632715076208115,True,62,0.000574329,1.0
3129,bio-nr-3129-size-4,4,trivial,0,2,0,0.14802813529968262,True,0,0.00018721700000000002,1.0
3130,bio-nr-3130-size-5,5,trivial,0,2,0,36.88129293732345,True,0,0.00021343599999999998,1.0
3131,bio-nr-3131-size-4,4,trivial,0,2,0,0.1328098587691784,True,0,0.00021884099999999997,1.0
3132,bio-nr-3132-size-5,5,trivial,0,2,0,28.84195395745337,True,0,0.000226916,1.0
3133,bio-nr-3133-size-15,15,trivial,556,2,0,0.1978192012757063,True,556,0.0026446390000000003,1.0
3134,bio-nr-3134-size-5,5,trivial,9,2,0,29.37039500102401,True,9,0.000714838,1.0
3135,bio-nr-3135-size-5,5,trivial,0,2,0,0.14034099876880646,True,0,0.000229226,1.0
3136,bio-nr-3136-size-15,15,trivial,465,2,0,0.17367908731102946,True,465,0.001206313,1.0
3137,bio-nr-3137-size-5,5,trivial,0,3,0,0.19580102525651447,True,0,0.000226813,1.0
3138,bio-nr-3138-size-3,3,trivial,0,2,0,0.14647096395492554,True,0,0.000227241,1.0
3139,bio-nr-3139-size-3,3,trivial,0,2,0,0.12898584827780726,True,0,0.000197025,1.0
3140,bio-nr-3140-size-6,6,trivial,0,3,0,41.426447918638594,True,0,0.00024124700000000002,1.0
3141,bio-nr-3141-size-3,3,trivial,0,2,0,0.13412791304290295,True,0,0.000217083,1.0
